Species	Vernacular name	Number	Time	Municipality	Biogeographical Province	Country	WGS84 N	WGS84 E	The stated certainty of the observation	Observation Reliability	Collection
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-09-03	Orimattila	Uusimaa (U)	Suomi	60.76348	25.89414		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-09-03	Imatra	Etelä-Savo (ES)	Suomi	61.20029	28.72214		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-09-02	Ruokolahti	Etelä-Savo (ES)	Suomi	61.42153	28.41806		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-09-02 [18:26]	Jyväskylä	Pohjois-Häme (PH)	Suomi	62.247218	25.699993	Sure	NEUTRAL	The Atlas of Finnish Fungi
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-09-01	Kouvola	Etelä-Savo (ES)	Suomi	60.88983	26.78528		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-31	Kouvola	Etelä-Savo (ES)	Suomi	60.87495	26.73062		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-31	Kirkkonummi	Uusimaa (U)	Suomi	60.15226	24.56484		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-30	Vantaa	Uusimaa (U)	Suomi	60.27639	24.90267		NEUTRAL	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-30	Hyvinkää	Uusimaa (U)	Suomi	60.61853	24.84363		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-30	Orimattila	Uusimaa (U)	Suomi	60.814224	25.866412	Sure	NEUTRAL	Notebook, general observations
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-29	Hämeenlinna	Etelä-Häme (EH)	Suomi	61.05641	23.78147		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-29	Espoo, Helsinki, Nurmijärvi, Tuusula, Vantaa	Uusimaa (U)	Suomi	60.3	24.9		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-29	Hartola	Etelä-Häme (EH)	Suomi	61.65315	26.0705		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-29	Joensuu	Pohjois-Karjala (PK)	Suomi	62.40928	30.17657		NEUTRAL	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-28	Joutsa	Etelä-Savo (ES)	Suomi	61.92567	25.99224		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-28	Hyvinkää	Uusimaa (U)	Suomi	60.5835	24.721863	Sure	NEUTRAL	The Atlas of Finnish Fungi
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-28	Kolari	Kittilän Lappi (KiL)	Suomi	67.57852	24.14627		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-28	Hartola, Joutsa	Etelä-Häme (EH), Etelä-Savo (ES)	Suomi	61.7	26.1		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-28	Tampere	Etelä-Häme (EH)	Suomi	61.5231	23.95098		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-28	Janakkala	Etelä-Häme (EH)	Suomi	60.9588	24.62745		NEUTRAL	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-26	Salo	Varsinais-Suomi (V)	Suomi	60.25664	23.38967		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-26	Ylöjärvi	Etelä-Häme (EH)	Suomi	61.525897	23.626301	Sure	NEUTRAL	Notebook, general observations
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)	60	2026-08-26	Savonlinna	Etelä-Savo (ES)	Suomi	61.824279	29.626456	Sure	NEUTRAL	The Atlas of Finnish Fungi
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-25	Kouvola	Etelä-Savo (ES)	Suomi	61.18844	26.86181		NEUTRAL	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-25	Kouvola	Etelä-Savo (ES)	Suomi	61.18734	26.86078		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-25	Mäntyharju	Etelä-Savo (ES)	Suomi	61.19707	26.95219		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-25	Hirvensalmi	Etelä-Savo (ES)	Suomi	61.73507	26.77487		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-25	Kouvola	Etelä-Savo (ES)	Suomi	61.19363	26.87056		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-25	Kouvola	Etelä-Savo (ES)	Suomi	61.19366	26.87053		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-25	Kouvola	Etelä-Savo (ES)	Suomi	61.1937	26.87081		NEUTRAL	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-25	Kouvola	Etelä-Savo (ES)	Suomi	61.19346	26.87009		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-25	Turku	Varsinais-Suomi (V)	Suomi	60.43419	22.18844		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-25	Pirkkala	Etelä-Häme (EH)	Suomi	61.47352	23.66198		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-25	Kouvola	Etelä-Savo (ES)	Suomi	61.19365	26.87067		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-25	Masku, Naantali, Nousiainen, Raisio, Rusko, Turku	Varsinais-Suomi (V)	Suomi	60.5	22.1		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-24	Hirvensalmi	Etelä-Savo (ES)	Suomi	61.7939	26.63208		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-24	Kouvola	Etelä-Savo (ES)	Suomi	61.17417	26.86669		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-24	Kouvola	Etelä-Savo (ES)	Suomi	61.17847	26.86789		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-24	Kouvola	Etelä-Savo (ES)	Suomi	61.17838	26.8687		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-24	Kouvola	Etelä-Savo (ES)	Suomi	61.17748	26.86901		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-24	Espoo	Uusimaa (U)	Suomi	60.252338	24.602893	Sure	NEUTRAL	The Atlas of Finnish Fungi
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-24	Kouvola	Etelä-Savo (ES)	Suomi	61.17506	26.86901		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-24	Polvijärvi	Pohjois-Karjala (PK)	Suomi	62.80796	29.5317		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-24	Kouvola	Etelä-Savo (ES)	Suomi	61.17557	26.86936		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-24	Jyväskylä	Pohjois-Häme (PH)	Suomi	62.18137	25.71288		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-24	Kouvola	Etelä-Savo (ES)	Suomi	61.17684	26.86964		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-24	Jyväskylä	Etelä-Häme (EH)	Suomi	62.12814	25.76106		NEUTRAL	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-23	Kuusamo, Suomussalmi, Taivalkoski	Kainuu (Kn), Koillismaa (Ks)	Suomi	65.5	28.9		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-23	Espoo	Uusimaa (U)	Suomi	60.299829	24.661981	Sure	NEUTRAL	The Atlas of Finnish Fungi
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-22	Tampere	Etelä-Häme (EH)	Suomi	61.433242	23.746701	Sure	NEUTRAL	Notebook, general observations
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-22	Parkano	Satakunta (St)	Suomi	61.96492	23.01786		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)	3	2026-08-22 [14:24-14:24]	Sodankylä	Sompion Lappi (SoL)	Suomi	67.37381	26.894956	Sure	NEUTRAL	Notebook, general observations
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-22	Kaarina	Varsinais-Suomi (V)	Suomi	60.47838	22.5333		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-22	Naantali	Varsinais-Suomi (V)	Suomi	60.41131	21.8018		NEUTRAL	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-22 [10:00-11:00]	Sysmä	Etelä-Häme (EH)	Suomi	61.42114	25.739584	Sure	NEUTRAL	The Atlas of Finnish Fungi
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-21	Espoo	Uusimaa (U)	Suomi	60.18148	24.69798		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-21	Espoo	Uusimaa (U)	Suomi	60.18163	24.69794		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-21	Laitila	Varsinais-Suomi (V)	Suomi	60.87277	21.72218		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)	9	2026-08-20	Inari	Inarin Lappi (InL)	Suomi	68.621065	28.322832		NEUTRAL	Löydös Open Finnish Observation Database
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-20	Turku	Varsinais-Suomi (V)	Suomi	60.43538	22.26554		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-20	Rantasalmi	Etelä-Savo (ES)	Suomi	62.11009	28.48466		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-20	Rantasalmi	Etelä-Savo (ES)	Suomi	62.10889	28.4919		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-20	Loviisa	Uusimaa (U)	Suomi	60.37921	26.03493		NEUTRAL	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-20	Rantasalmi	Etelä-Savo (ES)	Suomi	62.10183	28.50832		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-19	Tampere	Etelä-Häme (EH)	Suomi	61.468229	23.892592	Sure	NEUTRAL	Notebook, general observations
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-19	Huittinen	Satakunta (St)	Suomi	61.18589	22.67987		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-19	Kouvola	Etelä-Savo (ES)	Suomi	61.18562	26.8725		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-19	Laihia	Etelä-Pohjanmaa (EP)	Suomi	62.90771	22.07102		NEUTRAL	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-19	Kemiönsaari	Varsinais-Suomi (V)	Suomi	60.23716	22.72926		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-18	Rauma	Satakunta (St)	Suomi	61.11979	21.57034		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-18	Vihti	Varsinais-Suomi (V)	Suomi	60.31506	24.45129		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-18	Vihti	Varsinais-Suomi (V)	Suomi	60.31432	24.45115		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-18	Vihti	Varsinais-Suomi (V)	Suomi	60.3129	24.45156		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-18	Tampere	Etelä-Häme (EH)	Suomi	61.49129	23.74556		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-18	Vihti	Varsinais-Suomi (V)	Suomi	60.374688	24.273918	Sure	NEUTRAL	Notebook, general observations
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-18	Vihti	Varsinais-Suomi (V)	Suomi	60.31235	24.45147		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-18	Vihti	Varsinais-Suomi (V)	Suomi	60.31435	24.45111		NEUTRAL	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-18	Vihti	Varsinais-Suomi (V)	Suomi	60.31234	24.45144		NEUTRAL	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-18	Vihti	Varsinais-Suomi (V)	Suomi	60.31232	24.45148		NEUTRAL	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-17	Helsinki	Uusimaa (U)	Suomi	60.25666	24.91751		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-17	Vihti	Varsinais-Suomi (V)	Suomi	60.31601	24.45232		NEUTRAL	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-17	Vihti	Varsinais-Suomi (V)	Suomi	60.31601	24.45232		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-17	Vihti	Varsinais-Suomi (V)	Suomi	60.31601	24.45233		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-17	Vihti	Varsinais-Suomi (V)	Suomi	60.31605	24.45248		NEUTRAL	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-17	Kouvola	Etelä-Savo (ES)	Suomi	60.87386	26.74508		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)	muutama	2026-08-16	Sievi	Keski-Pohjanmaa (KP)	Suomi	63.897021	24.534046	Sure	NEUTRAL	Notebook, general observations
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-16	Paimio	Varsinais-Suomi (V)	Suomi	60.43341	22.79875		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-16	Lieto	Varsinais-Suomi (V)	Suomi	60.58843	22.62533		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-16	Tampere	Etelä-Häme (EH)	Suomi	61.45169	23.85817		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-15	Muurame	Etelä-Häme (EH)	Suomi	62.102849	25.750235	Sure	NEUTRAL	Notebook, general observations
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-15	Vaala	Kainuu (Kn)	Suomi	64.39069	27.02487		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-15	Kustavi	Varsinais-Suomi (V)	Suomi	60.53328	21.37581		NEUTRAL	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-15	Janakkala	Etelä-Häme (EH)	Suomi	60.88428	24.8843		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-15	Tampere	Etelä-Häme (EH)	Suomi	61.45664	23.89832		NEUTRAL	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-15	Jyväskylä	Pohjois-Häme (PH)	Suomi	62.23955	25.66842		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-14	Pudasjärvi	Oulun Pohjanmaa (OP)	Suomi	65.65191	27.7837		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-14	Kaarina	Varsinais-Suomi (V)	Suomi	60.46832	22.36095		NEUTRAL	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-14	Espoo	Uusimaa (U)	Suomi	60.14971	24.75102		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-13	Pudasjärvi	Oulun Pohjanmaa (OP)	Suomi	65.28693	27.56025		NEUTRAL	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-13	Porvoo	Uusimaa (U)	Suomi	60.27607	25.792581	Sure	NEUTRAL	The Atlas of Finnish Fungi
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-13	Tampere	Etelä-Häme (EH)	Suomi	61.52426	23.95289		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-13	Laihia	Etelä-Pohjanmaa (EP)	Suomi	62.95549	21.91336		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-13	Turku	Varsinais-Suomi (V)	Suomi	60.54037	22.31512		NEUTRAL	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-13	Ylöjärvi	Etelä-Häme (EH)	Suomi	61.54513	23.57002		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)	8-10	2026-08-11	Pälkäne	Etelä-Häme (EH)	Suomi	61.349038	24.249753	Sure	NEUTRAL	Notebook, general observations
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-11	Turku	Varsinais-Suomi (V)	Suomi	60.42471	22.2649		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-10	Karstula	Pohjois-Häme (PH)	Suomi	62.79074	24.84727		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-09	Jyväskylä	Pohjois-Häme (PH)	Suomi	62.26655	25.86487		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-08	Espoo	Uusimaa (U)	Suomi	60.30423	24.55766		NEUTRAL	iNaturalist Suomi Finland
keltavahvero (fi) — Cantharellus cibarius	keltavahvero (fi)		2026-08-08	Orivesi	Etelä-Häme (EH)	Suomi	61.60906	24.21587		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
